taxon,lineage,probability,pangoLEARN_version,status,note
_ERR4693034.1,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.2,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.3,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.4,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.5,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.6,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.7,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.8,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.9,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.10,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.11,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.12,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.13,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.14,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.15,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.16,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.17,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.18,B.1.1,0.75,2020-10-30,passed_qc,
_ERR4693034.19,B.1.1.68,1.0,2020-10-30,passed_qc,
_ERR4693034.20,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.21,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.22,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.23,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.24,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.25,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.26,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.27,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.28,B.1.1.25,1.0,2020-10-30,passed_qc,
_ERR4693034.29,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.30,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.31,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.32,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.33,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.34,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.35,B.1.1,0.75,2020-10-30,passed_qc,
_ERR4693034.36,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.37,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.38,B.1.1.25,1.0,2020-10-30,passed_qc,
_ERR4693034.39,B.1.1.25,1.0,2020-10-30,passed_qc,
_ERR4693034.40,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.41,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.42,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.43,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.44,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.45,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.46,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.47,B.1.1,1.0,2020-10-30,passed_qc,
_ERR4693034.48,B.1.1,1.0,2020-10-30,passed_qc,
