taxon,lineage,probability,pangoLEARN_version,status,note
_SRR13021042.0,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021042.6,A.16,1.0,2021-02-21,passed_qc,
_SRR13021042.94,A,1.0,2021-02-21,passed_qc,
_SRR13021042.170,B,1.0,2021-02-21,passed_qc,
_SRR13021042.174,A,1.0,2021-02-21,passed_qc,
_SRR13021042.267,A,1.0,2021-02-21,passed_qc,
_SRR13021042.358,A,1.0,2021-02-21,passed_qc,
_SRR13021042.456,B,1.0,2021-02-21,passed_qc,
_SRR13021042.569,A,1.0,2021-02-21,passed_qc,
_SRR13021042.655,A,1.0,2021-02-21,passed_qc,
_SRR13021042.782,A,1.0,2021-02-21,passed_qc,
_SRR13021042.795,B,1.0,2021-02-21,passed_qc,
_SRR13021042.861,A,1.0,2021-02-21,passed_qc,
_SRR13021042.866,A,1.0,2021-02-21,passed_qc,
_SRR13021042.909,A,1.0,2021-02-21,passed_qc,
_SRR13021042.967,A.2,1.0,2021-02-21,passed_qc,
_SRR13021042.997,A,1.0,2021-02-21,passed_qc,
_SRR13021042.1001,A.2.2,1.0,2021-02-21,passed_qc,
