taxon,lineage,probability,pangoLEARN_version,status,note
_SRR13021035.0,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035.1,A.7,1.0,2021-02-21,passed_qc,
_SRR13021035.2,B,1.0,2021-02-21,passed_qc,
_SRR13021035.3,A.16,1.0,2021-02-21,passed_qc,
_SRR13021035.5,A,1.0,2021-02-21,passed_qc,
_SRR13021035.7,A.2.4,1.0,2021-02-21,passed_qc,
_SRR13021035.8,B.3,1.0,2021-02-21,passed_qc,
_SRR13021035.9,A,1.0,2021-02-21,passed_qc,
_SRR13021035.11,B,1.0,2021-02-21,passed_qc,
_SRR13021035.12,B,1.0,2021-02-21,passed_qc,
_SRR13021035.13,A.3,1.0,2021-02-21,passed_qc,
_SRR13021035.14,A,1.0,2021-02-21,passed_qc,
_SRR13021035.15,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.16,A,1.0,2021-02-21,passed_qc,
_SRR13021035.17,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.18,A.3,1.0,2021-02-21,passed_qc,
_SRR13021035.19,B.6.6,1.0,2021-02-21,passed_qc,
_SRR13021035.21,B,1.0,2021-02-21,passed_qc,
_SRR13021035.22,A,1.0,2021-02-21,passed_qc,
_SRR13021035.24,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.25,A,1.0,2021-02-21,passed_qc,
_SRR13021035.26,A,1.0,2021-02-21,passed_qc,
_SRR13021035.27,B,1.0,2021-02-21,passed_qc,
_SRR13021035.28,A.7,1.0,2021-02-21,passed_qc,
_SRR13021035.29,A,1.0,2021-02-21,passed_qc,
_SRR13021035.30,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.31,A,1.0,2021-02-21,passed_qc,
_SRR13021035.32,B,1.0,2021-02-21,passed_qc,
_SRR13021035.33,A,1.0,2021-02-21,passed_qc,
_SRR13021035.34,A,1.0,2021-02-21,passed_qc,
_SRR13021035.35,A,1.0,2021-02-21,passed_qc,
_SRR13021035.36,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.37,A,1.0,2021-02-21,passed_qc,
_SRR13021035.39,B,1.0,2021-02-21,passed_qc,
_SRR13021035.41,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.42,B,1.0,2021-02-21,passed_qc,
_SRR13021035.43,A,1.0,2021-02-21,passed_qc,
_SRR13021035.46,B,1.0,2021-02-21,passed_qc,
_SRR13021035.47,A,1.0,2021-02-21,passed_qc,
_SRR13021035.48,B.1.210,1.0,2021-02-21,passed_qc,
_SRR13021035.49,A,1.0,2021-02-21,passed_qc,
_SRR13021035.50,B,1.0,2021-02-21,passed_qc,
_SRR13021035.52,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035.53,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035.54,A,1.0,2021-02-21,passed_qc,
_SRR13021035.55,A,1.0,2021-02-21,passed_qc,
_SRR13021035.57,B.1,1.0,2021-02-21,passed_qc,
_SRR13021035.58,A,1.0,2021-02-21,passed_qc,
_SRR13021035.59,A,1.0,2021-02-21,passed_qc,
_SRR13021035.60,A.16,1.0,2021-02-21,passed_qc,
_SRR13021035.61,A.17,1.0,2021-02-21,passed_qc,
_SRR13021035.62,A,1.0,2021-02-21,passed_qc,
_SRR13021035.63,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.64,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.65,A,1.0,2021-02-21,passed_qc,
_SRR13021035.66,B,1.0,2021-02-21,passed_qc,
_SRR13021035.68,A,1.0,2021-02-21,passed_qc,
_SRR13021035.69,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.70,A,1.0,2021-02-21,passed_qc,
_SRR13021035.71,B,1.0,2021-02-21,passed_qc,
_SRR13021035.74,B.54,1.0,2021-02-21,passed_qc,
_SRR13021035.75,B,1.0,2021-02-21,passed_qc,
_SRR13021035.76,A,1.0,2021-02-21,passed_qc,
_SRR13021035.77,A,1.0,2021-02-21,passed_qc,
_SRR13021035.78,A.16,1.0,2021-02-21,passed_qc,
_SRR13021035.79,B.6.6,1.0,2021-02-21,passed_qc,
_SRR13021035.80,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.81,A,1.0,2021-02-21,passed_qc,
_SRR13021035.82,A,1.0,2021-02-21,passed_qc,
_SRR13021035.83,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035.85,B,1.0,2021-02-21,passed_qc,
_SRR13021035.87,A,1.0,2021-02-21,passed_qc,
_SRR13021035.88,A,1.0,2021-02-21,passed_qc,
_SRR13021035.89,A,1.0,2021-02-21,passed_qc,
_SRR13021035.90,A,1.0,2021-02-21,passed_qc,
_SRR13021035.91,B,1.0,2021-02-21,passed_qc,
_SRR13021035.92,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.93,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.95,B.1,1.0,2021-02-21,passed_qc,
_SRR13021035.96,A,1.0,2021-02-21,passed_qc,
_SRR13021035.97,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.98,B.1.1.161,1.0,2021-02-21,passed_qc,
_SRR13021035.99,A,1.0,2021-02-21,passed_qc,
_SRR13021035.100,A,1.0,2021-02-21,passed_qc,
_SRR13021035.101,A.2,1.0,2021-02-21,passed_qc,
_SRR13021035.103,B,1.0,2021-02-21,passed_qc,
_SRR13021035.105,A,1.0,2021-02-21,passed_qc,
_SRR13021035.107,B,1.0,2021-02-21,passed_qc,
_SRR13021035.108,A,1.0,2021-02-21,passed_qc,
_SRR13021035.110,A,1.0,2021-02-21,passed_qc,
_SRR13021035.111,A,1.0,2021-02-21,passed_qc,
_SRR13021035.114,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035.115,B,1.0,2021-02-21,passed_qc,
_SRR13021035.116,A,1.0,2021-02-21,passed_qc,
_SRR13021035.118,A,1.0,2021-02-21,passed_qc,
_SRR13021035.119,A,1.0,2021-02-21,passed_qc,
_SRR13021035.120,B,1.0,2021-02-21,passed_qc,
_SRR13021035.122,A,1.0,2021-02-21,passed_qc,
_SRR13021035.123,B,1.0,2021-02-21,passed_qc,
_SRR13021035.124,B,1.0,2021-02-21,passed_qc,
_SRR13021035.125,A.2.2,1.0,2021-02-21,passed_qc,
_SRR13021035.126,A,1.0,2021-02-21,passed_qc,
_SRR13021035.128,A,1.0,2021-02-21,passed_qc,
