taxon,lineage,probability,pangoLEARN_version,status,note
_ERR4085809.0,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.1,A.2,1.0,2021-02-21,passed_qc,
_ERR4085809.2,B,1.0,2021-02-21,passed_qc,
_ERR4085809.3,B,1.0,2021-02-21,passed_qc,
_ERR4085809.4,B.1.98,1.0,2021-02-21,passed_qc,
_ERR4085809.5,B,1.0,2021-02-21,passed_qc,
_ERR4085809.6,B,1.0,2021-02-21,passed_qc,
_ERR4085809.7,A,1.0,2021-02-21,passed_qc,
_ERR4085809.8,A,1.0,2021-02-21,passed_qc,
_ERR4085809.9,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.11,B,1.0,2021-02-21,passed_qc,
_ERR4085809.13,A,1.0,2021-02-21,passed_qc,
_ERR4085809.14,B,1.0,2021-02-21,passed_qc,
_ERR4085809.16,D.2,1.0,2021-02-21,passed_qc,
_ERR4085809.17,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.19,A,1.0,2021-02-21,passed_qc,
_ERR4085809.20,A,1.0,2021-02-21,passed_qc,
_ERR4085809.21,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.23,A,1.0,2021-02-21,passed_qc,
_ERR4085809.25,B,1.0,2021-02-21,passed_qc,
_ERR4085809.26,A,1.0,2021-02-21,passed_qc,
_ERR4085809.27,C.3,1.0,2021-02-21,passed_qc,
_ERR4085809.28,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.29,B,1.0,2021-02-21,passed_qc,
_ERR4085809.30,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.31,B.1.243,1.0,2021-02-21,passed_qc,
_ERR4085809.32,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.33,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.35,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.36,A,1.0,2021-02-21,passed_qc,
_ERR4085809.38,A.3,1.0,2021-02-21,passed_qc,
_ERR4085809.39,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.40,A,1.0,2021-02-21,passed_qc,
_ERR4085809.41,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.42,A.5,1.0,2021-02-21,passed_qc,
_ERR4085809.43,A,1.0,2021-02-21,passed_qc,
_ERR4085809.44,B,1.0,2021-02-21,passed_qc,
_ERR4085809.45,B.1.225,1.0,2021-02-21,passed_qc,
_ERR4085809.46,A,1.0,2021-02-21,passed_qc,
_ERR4085809.47,A.3,1.0,2021-02-21,passed_qc,
_ERR4085809.48,B.1.235,1.0,2021-02-21,passed_qc,
_ERR4085809.49,B.1.142,1.0,2021-02-21,passed_qc,
_ERR4085809.50,A,1.0,2021-02-21,passed_qc,
_ERR4085809.52,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.53,A.5,1.0,2021-02-21,passed_qc,
_ERR4085809.55,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.56,B.30,1.0,2021-02-21,passed_qc,
_ERR4085809.57,A,1.0,2021-02-21,passed_qc,
_ERR4085809.58,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.59,A,1.0,2021-02-21,passed_qc,
_ERR4085809.60,B,1.0,2021-02-21,passed_qc,
_ERR4085809.61,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.62,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.64,B,1.0,2021-02-21,passed_qc,
_ERR4085809.65,A,1.0,2021-02-21,passed_qc,
_ERR4085809.66,B,1.0,2021-02-21,passed_qc,
_ERR4085809.67,A.2,1.0,2021-02-21,passed_qc,
_ERR4085809.68,A,1.0,2021-02-21,passed_qc,
_ERR4085809.69,B.1.452,1.0,2021-02-21,passed_qc,
_ERR4085809.70,B,1.0,2021-02-21,passed_qc,
_ERR4085809.71,B.1.106,1.0,2021-02-21,passed_qc,
_ERR4085809.72,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.73,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.74,A,1.0,2021-02-21,passed_qc,
_ERR4085809.75,B.40,1.0,2021-02-21,passed_qc,
_ERR4085809.76,B.26,1.0,2021-02-21,passed_qc,
_ERR4085809.77,A,1.0,2021-02-21,passed_qc,
_ERR4085809.78,B.26,1.0,2021-02-21,passed_qc,
_ERR4085809.79,B,1.0,2021-02-21,passed_qc,
_ERR4085809.80,A,1.0,2021-02-21,passed_qc,
_ERR4085809.81,A.17,1.0,2021-02-21,passed_qc,
_ERR4085809.83,A,1.0,2021-02-21,passed_qc,
_ERR4085809.84,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.85,A,1.0,2021-02-21,passed_qc,
_ERR4085809.86,B,1.0,2021-02-21,passed_qc,
_ERR4085809.87,B.1.222,1.0,2021-02-21,passed_qc,
_ERR4085809.89,B.1.147,1.0,2021-02-21,passed_qc,
_ERR4085809.90,B,1.0,2021-02-21,passed_qc,
_ERR4085809.91,A,1.0,2021-02-21,passed_qc,
_ERR4085809.92,B,1.0,2021-02-21,passed_qc,
_ERR4085809.93,A,1.0,2021-02-21,passed_qc,
_ERR4085809.94,B,1.0,2021-02-21,passed_qc,
_ERR4085809.95,B,1.0,2021-02-21,passed_qc,
_ERR4085809.96,B,1.0,2021-02-21,passed_qc,
_ERR4085809.97,B.1.235,1.0,2021-02-21,passed_qc,
_ERR4085809.98,A,1.0,2021-02-21,passed_qc,
_ERR4085809.99,A.15,1.0,2021-02-21,passed_qc,
_ERR4085809.100,A,1.0,2021-02-21,passed_qc,
_ERR4085809.102,B,1.0,2021-02-21,passed_qc,
_ERR4085809.103,B.6.6,1.0,2021-02-21,passed_qc,
_ERR4085809.104,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.105,A,1.0,2021-02-21,passed_qc,
_ERR4085809.107,B,1.0,2021-02-21,passed_qc,
_ERR4085809.109,A,1.0,2021-02-21,passed_qc,
_ERR4085809.111,A,1.0,2021-02-21,passed_qc,
_ERR4085809.113,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.115,B,1.0,2021-02-21,passed_qc,
_ERR4085809.116,A,1.0,2021-02-21,passed_qc,
_ERR4085809.117,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.118,A,1.0,2021-02-21,passed_qc,
_ERR4085809.119,A.3,1.0,2021-02-21,passed_qc,
_ERR4085809.120,B,1.0,2021-02-21,passed_qc,
_ERR4085809.121,A.3,1.0,2021-02-21,passed_qc,
_ERR4085809.122,B,1.0,2021-02-21,passed_qc,
_ERR4085809.124,B,1.0,2021-02-21,passed_qc,
_ERR4085809.125,B.50,1.0,2021-02-21,passed_qc,
_ERR4085809.126,B,1.0,2021-02-21,passed_qc,
_ERR4085809.127,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.128,B.1,1.0,2021-02-21,passed_qc,
_ERR4085809.129,A.16,1.0,2021-02-21,passed_qc,
