taxon,lineage,probability,pangoLEARN_version,status,note
_ERR5074314.0,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.1,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.2,B.1.160.7,1.0,2021-02-21,passed_qc,
_ERR5074314.3,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.4,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.5,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.6,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.7,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.8,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.9,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.10,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.11,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.12,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.13,B.1.160.5,1.0,2021-02-21,passed_qc,
_ERR5074314.14,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.15,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.16,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.17,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.18,B.1.160.7,1.0,2021-02-21,passed_qc,
_ERR5074314.19,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.20,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.21,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.22,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.23,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.24,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.25,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.26,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.27,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.28,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.29,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.30,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.31,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.32,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.33,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.34,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.35,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.36,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.37,B.1.160.8,1.0,2021-02-21,passed_qc,
_ERR5074314.38,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.39,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.40,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.41,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.42,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.43,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.44,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.45,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.46,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.47,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.48,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.49,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.50,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.51,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.52,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.53,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.54,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.55,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.56,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.57,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.58,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.59,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.60,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.61,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.62,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.63,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.64,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.65,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.66,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.67,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.68,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.69,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.70,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.71,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.72,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.73,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.74,B.1.160.7,1.0,2021-02-21,passed_qc,
_ERR5074314.75,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.76,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.77,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.78,B.1.160.5,1.0,2021-02-21,passed_qc,
_ERR5074314.79,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.80,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.81,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.82,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.83,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.84,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.85,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.86,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.87,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.88,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.89,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.90,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.91,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.92,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.93,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.94,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.95,B.1.160,1.0,2021-02-21,passed_qc,
_ERR5074314.96,B.1.160,1.0,2021-02-21,passed_qc,
