taxon,lineage,probability,pangoLEARN_version,status,note
_SRR13021033.0,B.1,1.0,2021-02-21,passed_qc,
_SRR13021033.41,A,1.0,2021-02-21,passed_qc,
_SRR13021033.75,A,1.0,2021-02-21,passed_qc,
_SRR13021033.144,A,1.0,2021-02-21,passed_qc,
_SRR13021033.195,A,1.0,2021-02-21,passed_qc,
_SRR13021033.411,B,1.0,2021-02-21,passed_qc,
_SRR13021033.428,A,1.0,2021-02-21,passed_qc,
_SRR13021033.432,A,1.0,2021-02-21,passed_qc,
_SRR13021033.435,A,1.0,2021-02-21,passed_qc,
_SRR13021033.522,A,1.0,2021-02-21,passed_qc,
_SRR13021033.556,A,1.0,2021-02-21,passed_qc,
_SRR13021033.688,A,1.0,2021-02-21,passed_qc,
_SRR13021033.815,A,1.0,2021-02-21,passed_qc,
_SRR13021033.898,A,1.0,2021-02-21,passed_qc,
_SRR13021033.923,B,1.0,2021-02-21,passed_qc,
_SRR13021033.1001,B.1,1.0,2021-02-21,passed_qc,
