taxon,lineage,probability,pangoLEARN_version,status,note
_ERR5070060.0,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.1,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.2,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.3,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.4,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.5,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.6,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.7,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.8,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.9,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.10,B.1.177,1.0,2021-02-21,passed_qc,
_ERR5070060.11,B.1.177,1.0,2021-02-21,passed_qc,
